filename,Ground_Truth,Kaldi_Hypothesis,PocketSphinx_Hypothesis,DeepSpeech_Hypothesis,Kaldi_WER,Kaldi_MER,Kaldi_WIL,PocketSphinx_WER,PocketSphinx_MER,PocketSphinx_WIL,DeepSpeech_WER,DeepSpeech_MER,DeepSpeech_WIL
common_voice_en_17822648,No one paid any attention to him.,no one paid any attention to him ,no one did any attention to him,no one it independent,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.7142857142857143,0.7142857142857143,0.8571428571428572
common_voice_en_17281932,"The flag is red, blue, and yellow.",the flag is red blue and yellow,the flight is red blue and yellow,the flag is red blue and yellow,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.0,0.0,0.0
common_voice_en_134332,"Something older than humanity, more ancient than the desert.",something older than humanity more ancient than the desert,foundling cooler than humanity more ancient but us,something older than humanity more intolerant des,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.6031746031746031
common_voice_en_17889088,What did he want?,the,look,we been,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_110087,It said that the darkest hour of the night came just before the dawn.,he said that the darkest hour of the night came just before the dawn,you said that two doctors are often lights came just before the dawn,i said that darkest hour of the night came just before the door,0.07142857142857142,0.07142857142857142,0.1377551020408163,0.5,0.5,0.7307692307692308,0.21428571428571427,0.21428571428571427,0.3351648351648352
common_voice_en_17293,"Ironically, you just gave me the perfect alibi.",as ever the boss ,they look the and the suggest and it it was at seven,as he came coasting,0.875,0.875,0.96875,1.5,1.0,1.0,1.0,1.0,1.0
common_voice_en_17280147,I tend to just daydream when I'm not doing anything much.,i tend to just daydream when i'm not doing anything much,i don't suggest they dream when i'm not doing anything but she,i can do just a dream when i am not doing anything much,0.0,0.0,0.0,0.5454545454545454,0.5,0.7272727272727273,0.5454545454545454,0.46153846153846156,0.6573426573426573
common_voice_en_17798397,Good morning.,the money,the earl warren,good morning,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0
common_voice_en_17365155,Do you know who I am?,do you know who i am,and the snake do you know i know,lepardo know who i am,0.0,0.0,0.0,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.4666666666666667
common_voice_en_17252808,"Oh, is that all?",oh is that all,oh is it all,oh i had all,0.0,0.0,0.0,0.25,0.25,0.4375,0.5,0.5,0.75
common_voice_en_17788840,She discovered a key hidden under her desk.,she discovered a key hidden under her desk,she discovered a key in hundreds dots,she discovered a key hidden under her desk,0.0,0.0,0.0,0.5,0.5,0.7142857142857143,0.0,0.0,0.0
common_voice_en_17284559,My uncle was fruit farmer.,my ankle was fruit former,my being cold walks through the former,my ink was the former,0.4,0.4,0.64,1.2,0.8571428571428571,0.9714285714285714,0.6,0.6,0.84
common_voice_en_167097,Mister Kristen has something to say to us.,mr christman has something to say to us ,with the christmas something to say to us,with the pistol has something to say to us,0.25,0.25,0.4375,0.375,0.375,0.609375,0.375,0.3333333333333333,0.5
common_voice_en_17289626,What does he look like?,what does he look like ,what does he look like,what does he look like,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_103454,You did a swell job!,you did a swell job,you did this ledge op,a bitterer,0.0,0.0,0.0,0.6,0.6,0.84,0.8,0.8,0.9
common_voice_en_101045,A man looks on while a child plays a game.,a man looks on while the shane plays a game,a man who was on white showing that he's gay,a man looks on while shine plays a game,0.2,0.2,0.3599999999999999,0.8,0.8,0.96,0.2,0.2,0.28888888888888886
common_voice_en_17877377,That is all I have to say.,that is all i have to say,as all out said,there is all at say,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.9642857142857143,0.5714285714285714,0.5714285714285714,0.7428571428571429
common_voice_en_17426846,"To escape from the smoke, and fall into the fire.",the escape room they're small and fall in the fire,the skate grow at all then people eager to fly,the escape on the small and for interior,0.5,0.5,0.75,1.0,1.0,1.0,0.7,0.7,0.8875
common_voice_en_17296152,"Wow, look how deep this canyon is!",wow look how deep the scanning is,while local v. does carry us,well lootie canines,0.2857142857142857,0.2857142857142857,0.4897959183673469,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_17857149,This has become a bit of a cult in Romania.,this has become a bit of a cult in romania,this is the committee to book called hero poignant,this has become a bitter cold in romania,0.0,0.0,0.0,0.9,0.9,0.9888888888888889,0.4,0.4,0.55
common_voice_en_107161,My agreement with you gentlemen stands!,my agreement with you gentlemen stance,my agreement with you gentlemen spots,my agreement with you gentlemen stance,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_17895366,Jump the fence and hurry up the bank.,the jump the fence and hurry up the bank,damn this n.'s anthony out the bank,can the fence and hurry appian,0.125,0.1111111111111111,0.11111111111111116,0.75,0.75,0.9285714285714286,0.5,0.5,0.6666666666666667
common_voice_en_17355890,Do you notice the flickering of the neon lights?,do you notice the flickering of the neon lights,do you notice the flickering on the young minds,do you notice the flickering of a young light,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_168337,There was no other baggage.,there was no other baggage,there was no wooden barricades,there was no other baggage,0.0,0.0,0.0,0.4,0.4,0.64,0.0,0.0,0.0
common_voice_en_100546,Sarah told him that she was there to see her brother.,i told him that she was there to see her brother ,arai told him that she was very juicy proposal,a told him that she was very sea approver,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.5454545454545454,0.5454545454545454,0.7474747474747474,0.5454545454545454,0.5454545454545454,0.7474747474747474
common_voice_en_17889089,"If you see something you like, take it and make it better.",the,you see something and i think and,i often developed,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8095238095238095,1.0,1.0,1.0
common_voice_en_140930,My foot must have slipped.,the my foot must have slipped the,oh my goodness this yet,my foot must have slept,0.4,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,0.2,0.2,0.3599999999999999
